,nom,prix,description,composition,conseils_de_lavage,url
92,Bermuda large STEFFI en Lin - Encre,"158,00€","
Bermuda large en Lin Moyen lavé - Bleu Encre
- Poches italiennes
- Pli devant nervuré
- Taille élastiquée à l'arrière
",100% Lin Moyen (180g/m²),"['- Lavage en machine à 40° maximum avec un essorage doux', ""- Il est conseillé de repasser votre vêtement à l'envers, encore humide."", ""- À chaque lavage votre vêtement s'adoucira""]",https://zyga.fr/pantalons-shorts-femme-lin-printemps-ete/2281-9909-bermuda-ample-pli-steffi-lin-moyen-bleu-encre.html#/143-taille-34
93,Bermuda large STEFFI en Lin - Encre,"158,00€","
Bermuda large en Lin Moyen lavé - Bleu Encre
- Poches italiennes
- Pli devant nervuré
- Taille élastiquée à l'arrière
",100% Lin Moyen (180g/m²),"['- Lavage en machine à 40° maximum avec un essorage doux', ""- Il est conseillé de repasser votre vêtement à l'envers, encore humide."", ""- À chaque lavage votre vêtement s'adoucira""]",https://zyga.fr/pantalons-shorts-femme-lin-printemps-ete/2281-9909-bermuda-ample-pli-steffi-lin-moyen-bleu-encre.html#/143-taille-34
94,Pantalon carotte à carreaux NIELS en Lin - Beige,"178,00€","
Pantalon à carreaux coupe carotte en Lin Moyen lavé - Beige
- Ceinture élastiqué coté et dos
- Poches italiennes
- Poche arrière passepoilée
- Passants pour ceinture
- Carreau tissé Prince de Galles
",100% Lin Moyen (180g/m²),"['Entretien :', '- Lavage en machine à 40° maximum avec un essorage doux', ""- Il est conseillé de repasser votre vêtement à l'envers, encore humide."", ""- À chaque lavage votre vêtement s'adoucira""]",https://zyga.fr/pantalons-shorts-femme-lin-printemps-ete/2424-10742-pantalon-coupe-carotte-niels-lin-moyen-prince-de-galles.html#/143-taille-34
95,Pantalon carotte à carreaux NIELS en Lin - Beige,"178,00€","
Pantalon à carreaux coupe carotte en Lin Moyen lavé - Beige
- Ceinture élastiqué coté et dos
- Poches italiennes
- Poche arrière passepoilée
- Passants pour ceinture
- Carreau tissé Prince de Galles
",100% Lin Moyen (180g/m²),"['Entretien :', '- Lavage en machine à 40° maximum avec un essorage doux', ""- Il est conseillé de repasser votre vêtement à l'envers, encore humide."", ""- À chaque lavage votre vêtement s'adoucira""]",https://zyga.fr/pantalons-shorts-femme-lin-printemps-ete/2424-10742-pantalon-coupe-carotte-niels-lin-moyen-prince-de-galles.html#/143-taille-34
96,Blazer à carreaux Prince de Galles SARDAIGNE en Lin - Beige,"264,00€","
Veste blazer à carreaux Prince de Galles en Lin Moyen lavé - Beige
- Manches longues
- Poches plaquées
- Une poche passepoilé poitrine coté gauche
- Fermée par deux boutons
",100% Lin Moyen (180g/m²),"['- Doux au toucher', '- Couleurs profondes et durables', '- Notre lin moyen est conçu à partir de fibres longues naturelles , son tissage serré garantit une grande résistance']",https://zyga.fr/vestes-blazers-femme-lin-printemps-ete/2425-10750-veste-blazer-sardaigne-lin-moyen-prince-de-galles.html#/143-taille-34
97,Blazer à carreaux Prince de Galles SARDAIGNE en Lin - Beige,"264,00€","
Veste blazer à carreaux Prince de Galles en Lin Moyen lavé - Beige
- Manches longues
- Poches plaquées
- Une poche passepoilé poitrine coté gauche
- Fermée par deux boutons
",100% Lin Moyen (180g/m²),"['- Doux au toucher', '- Couleurs profondes et durables', '- Notre lin moyen est conçu à partir de fibres longues naturelles , son tissage serré garantit une grande résistance']",https://zyga.fr/vestes-blazers-femme-lin-printemps-ete/2425-10750-veste-blazer-sardaigne-lin-moyen-prince-de-galles.html#/143-taille-34
98,T-shirt manches courtes SABIN en maille de Lin - Encre,"84,00 €","
T-shirt manches courtes en jersey de Lin - Bleu Encre
- Col V avec détails de surpiqûres zig-zag en lurex argenté
",100% Jersey de Lin,"['- Nous vous conseillons de laver votre tee-shirt en machine maximum à 30° avec un essorage doux', '- Si possible le mettre dans un filet pour le protéger des griffes de la machine à laver et éviter les trous', ""- Repasser à l'envers avec un fer chaud (2 points).""]",https://zyga.fr/nouveautes/2484-11109-t-shirt-manches-courtes-col-v-sabin-jersey-lin-bleu-encre.html#/140-taille-xs
99,T-shirt manches courtes SABIN en maille de Lin - Encre,"84,00 €","
T-shirt manches courtes en jersey de Lin - Bleu Encre
- Col V avec détails de surpiqûres zig-zag en lurex argenté
",100% Jersey de Lin,"['- Nous vous conseillons de laver votre tee-shirt en machine maximum à 30° avec un essorage doux', '- Si possible le mettre dans un filet pour le protéger des griffes de la machine à laver et éviter les trous', ""- Repasser à l'envers avec un fer chaud (2 points).""]",https://zyga.fr/nouveautes/2484-11109-t-shirt-manches-courtes-col-v-sabin-jersey-lin-bleu-encre.html#/140-taille-xs
100,T-shirt manches courtes SABIN en maille de Lin - Blanc,"84,00 €","
T-shirt manches courtes en jersey de Lin - Blanc
- Col V avec détails de surpiqûres zig-zag en lurex argenté
",100% Jersey de Lin,"['- Nous vous conseillons de laver votre tee-shirt en machine maximum à 30° avec un essorage doux', '- Si possible le mettre dans un filet pour le protéger des griffes de la machine à laver et éviter les trous', ""- Repasser à l'envers avec un fer chaud (2 points).""]",https://zyga.fr/nouveautes/2481-11094-t-shirt-manches-courtes-col-v-sabin-jersey-lin-blanc.html#/140-taille-xs
101,T-shirt manches courtes SABIN en maille de Lin - Blanc,"84,00 €","
T-shirt manches courtes en jersey de Lin - Blanc
- Col V avec détails de surpiqûres zig-zag en lurex argenté
",100% Jersey de Lin,"['- Nous vous conseillons de laver votre tee-shirt en machine maximum à 30° avec un essorage doux', '- Si possible le mettre dans un filet pour le protéger des griffes de la machine à laver et éviter les trous', ""- Repasser à l'envers avec un fer chaud (2 points).""]",https://zyga.fr/nouveautes/2481-11094-t-shirt-manches-courtes-col-v-sabin-jersey-lin-blanc.html#/140-taille-xs
102,T-Shirt ample STUART en maille de Lin - Encre,"98,00 €","
T-shirt ample manches 3/4 en jersey de Lin - Bleu Encre
- Décolleté V avec détail de surpiqure zig-zag en lurex argenté
",100% Jersey de Lin,"['- Nous vous conseillons de laver votre tee-shirt en machine maximum à 30° avec un essorage doux', '- Si possible le mettre dans un filet pour le protéger des griffes de la machine à laver et éviter les trous', ""- Repasser à l'envers avec un fer chaud (2 points).""]",https://zyga.fr/nouveautes/2479-11084-t-shirt-manches-trois-quarts-ample-stuart-jersey-lin-bleu-encre.html#/140-taille-xs
103,T-Shirt ample STUART en maille de Lin - Encre,"98,00 €","
T-shirt ample manches 3/4 en jersey de Lin - Bleu Encre
- Décolleté V avec détail de surpiqure zig-zag en lurex argenté
",100% Jersey de Lin,"['- Nous vous conseillons de laver votre tee-shirt en machine maximum à 30° avec un essorage doux', '- Si possible le mettre dans un filet pour le protéger des griffes de la machine à laver et éviter les trous', ""- Repasser à l'envers avec un fer chaud (2 points).""]",https://zyga.fr/nouveautes/2479-11084-t-shirt-manches-trois-quarts-ample-stuart-jersey-lin-bleu-encre.html#/140-taille-xs
104,Bermuda large STEFFI en Lin - Dragée,"158,00€","
Bermuda large en Lin Moyen lavé - Rose Dragée
- Poches italiennes
- Pli devant nervuré
- Taille élastiquée à l'arrière
",100% Lin Moyen (180g/m²),"['- Lavage en machine à 40° maximum avec un essorage doux', ""- Il est conseillé de repasser votre vêtement à l'envers, encore humide."", ""- À chaque lavage votre vêtement s'adoucira""]",https://zyga.fr/pantalons-shorts-femme-lin-printemps-ete/2280-9902-bermuda-ample-pli-steffi-lin-moyen-rose-dragee.html#/143-taille-34
105,Bermuda large STEFFI en Lin - Dragée,"158,00€","
Bermuda large en Lin Moyen lavé - Rose Dragée
- Poches italiennes
- Pli devant nervuré
- Taille élastiquée à l'arrière
",100% Lin Moyen (180g/m²),"['- Lavage en machine à 40° maximum avec un essorage doux', ""- Il est conseillé de repasser votre vêtement à l'envers, encore humide."", ""- À chaque lavage votre vêtement s'adoucira""]",https://zyga.fr/pantalons-shorts-femme-lin-printemps-ete/2280-9902-bermuda-ample-pli-steffi-lin-moyen-rose-dragee.html#/143-taille-34
106,T-Shirt ample STUART en maille de Lin - Dragée,"98,00 €","
T-shirt ample manches 3/4 en jersey de Lin - Rose Dragée
- Décolleté V avec détail de surpiqure zig-zag en lurex argenté
",100% Jersey de Lin,"['- Nous vous conseillons de laver votre tee-shirt en machine maximum à 30° avec un essorage doux', '- Si possible le mettre dans un filet pour le protéger des griffes de la machine à laver et éviter les trous', ""- Repasser à l'envers avec un fer chaud (2 points).""]",https://zyga.fr/nouveautes/2478-11079-t-shirt-manches-trois-quarts-ample-stuart-jersey-lin-rose-dragee.html#/140-taille-xs
107,T-Shirt ample STUART en maille de Lin - Dragée,"98,00 €","
T-shirt ample manches 3/4 en jersey de Lin - Rose Dragée
- Décolleté V avec détail de surpiqure zig-zag en lurex argenté
",100% Jersey de Lin,"['- Nous vous conseillons de laver votre tee-shirt en machine maximum à 30° avec un essorage doux', '- Si possible le mettre dans un filet pour le protéger des griffes de la machine à laver et éviter les trous', ""- Repasser à l'envers avec un fer chaud (2 points).""]",https://zyga.fr/nouveautes/2478-11079-t-shirt-manches-trois-quarts-ample-stuart-jersey-lin-rose-dragee.html#/140-taille-xs
108,Echarpe DUCHESSE unicolore en Lin - Dragée,"54,00 €","
Écharpe unicolore en gaze de Lin lavée - Rose Dragée
- Longueur 200cm
- Largeur 70cm
",100% Gaze de Lin (85g/m2),"['Entretien :', '- Lavage en machine, 40° maximum avec un essorage doux', '- Il est conseillé de faire sécher votre écharpe étendue afin de garder son aspect froissé naturel', ""- Votre création s'adoucira à chaque lavage""]",https://zyga.fr/accessoires-femme-durable-printemps-ete/2415-10733-echarpe-duchesse-unicolore-en-lin-dragee-3013995621935.html#/34-taille-unique
109,Echarpe DUCHESSE unicolore en Lin - Dragée,"54,00 €","
Écharpe unicolore en gaze de Lin lavée - Rose Dragée
- Longueur 200cm
- Largeur 70cm
",100% Gaze de Lin (85g/m2),"['Entretien :', '- Lavage en machine, 40° maximum avec un essorage doux', '- Il est conseillé de faire sécher votre écharpe étendue afin de garder son aspect froissé naturel', ""- Votre création s'adoucira à chaque lavage""]",https://zyga.fr/accessoires-femme-durable-printemps-ete/2415-10733-echarpe-duchesse-unicolore-en-lin-dragee-3013995621935.html#/34-taille-unique
110,Echarpe DUCHESSE en Lin imprimé - Olive,"74,00 €","
Écharpe imprimée en gaze de Lin lavée - Vert Olive
- Longueur 200cm
- Largeur 70cm
- Imprimé Georgia exclusif fait en Italie
",100% Gaze de Lin (85g/m2),"['- Lavage en machine, 40° maximum avec un essorage doux', '- Il est conseillé de faire sécher votre écharpe étendue afin de garder son aspect froissé naturel', ""- Votre création s'adoucira à chaque lavage""]",https://zyga.fr/accessoires-femme-durable-printemps-ete/2447-10877-echarpe-foulard-imprimee-france-gaze-lin-duchesse-vert-olive-3013995634591.html#/34-taille-unique
111,Echarpe DUCHESSE en Lin imprimé - Olive,"74,00 €","
Écharpe imprimée en gaze de Lin lavée - Vert Olive
- Longueur 200cm
- Largeur 70cm
- Imprimé Georgia exclusif fait en Italie
",100% Gaze de Lin (85g/m2),"['- Lavage en machine, 40° maximum avec un essorage doux', '- Il est conseillé de faire sécher votre écharpe étendue afin de garder son aspect froissé naturel', ""- Votre création s'adoucira à chaque lavage""]",https://zyga.fr/accessoires-femme-durable-printemps-ete/2447-10877-echarpe-foulard-imprimee-france-gaze-lin-duchesse-vert-olive-3013995634591.html#/34-taille-unique
112,Robe maxi nouée épaule SHIRLEY en Lin imprimé - Olive,"244,00€","
Robe longue à bretelle nouée sur l'épaule en gaze de Lin imprimée - Vert Olive
- Emmanchure Américaine
- Fronces devant et dos
- Poches dans les coutures côté
- Fentes cotés
- Longueur cheville
- Imprimé exclusif Georgia fait en Italie
",100% Gaze de Lin (85g/m2),"['- Lavage en machine, 40° maximum avec un essorage doux', '- Il est conseillé de faire sécher votre écharpe étendue afin de garder son aspect froissé naturel', ""- Votre création s'adoucira à chaque lavage""]",https://zyga.fr/Robes-femme-lin-printemps-ete/2453-10906-robe-longue-nouee-shirley-gaze-lin-imprimee-vert-olive.html#/140-taille-xs
113,Robe maxi nouée épaule SHIRLEY en Lin imprimé - Olive,"244,00€","
Robe longue à bretelle nouée sur l'épaule en gaze de Lin imprimée - Vert Olive
- Emmanchure Américaine
- Fronces devant et dos
- Poches dans les coutures côté
- Fentes cotés
- Longueur cheville
- Imprimé exclusif Georgia fait en Italie
",100% Gaze de Lin (85g/m2),"['- Lavage en machine, 40° maximum avec un essorage doux', '- Il est conseillé de faire sécher votre écharpe étendue afin de garder son aspect froissé naturel', ""- Votre création s'adoucira à chaque lavage""]",https://zyga.fr/Robes-femme-lin-printemps-ete/2453-10906-robe-longue-nouee-shirley-gaze-lin-imprimee-vert-olive.html#/140-taille-xs
114,Echarpe DUCHESSE unicolore en Lin - Olive,"54,00 €","
Écharpe unicolore en gaze de Lin lavée - Vert Olive
- Longueur 200cm
- Largeur 70cm
",100% Gaze de Lin (85g/m2),"['Entretien :', '- Lavage en machine, 40° maximum avec un essorage doux', '- Il est conseillé de faire sécher votre écharpe étendue afin de garder son aspect froissé naturel', ""- Votre création s'adoucira à chaque lavage""]",https://zyga.fr/accessoires-femme-durable-printemps-ete/2418-10736-echarpe-foulard-gaze-lin-duchesse-vert-olive-3013995621973.html#/34-taille-unique
115,Echarpe DUCHESSE unicolore en Lin - Olive,"54,00 €","
Écharpe unicolore en gaze de Lin lavée - Vert Olive
- Longueur 200cm
- Largeur 70cm
",100% Gaze de Lin (85g/m2),"['Entretien :', '- Lavage en machine, 40° maximum avec un essorage doux', '- Il est conseillé de faire sécher votre écharpe étendue afin de garder son aspect froissé naturel', ""- Votre création s'adoucira à chaque lavage""]",https://zyga.fr/accessoires-femme-durable-printemps-ete/2418-10736-echarpe-foulard-gaze-lin-duchesse-vert-olive-3013995621973.html#/34-taille-unique
116,Bob SUNNY en Lin - Olive,"58,00 €","
Chapeau Bob en Lin Moyen Lavé - Vert Olive - Surpiqûres assorties
",100% Lin Moyen (180g/m²),"['- Lavage en machine à 40° maximum avec un essorage doux', ""- Il est conseillé de repasser votre vêtement à l'envers, encore humide."", ""- À chaque lavage votre vêtement s'adoucira""]",https://zyga.fr/accessoires-femme-durable-printemps-ete/2208-9413-chapeau-bob-lin-sunny-vert-olive.html#/141-taille-s
117,Bob SUNNY en Lin - Olive,"58,00 €","
Chapeau Bob en Lin Moyen Lavé - Vert Olive - Surpiqûres assorties
",100% Lin Moyen (180g/m²),"['- Lavage en machine à 40° maximum avec un essorage doux', ""- Il est conseillé de repasser votre vêtement à l'envers, encore humide."", ""- À chaque lavage votre vêtement s'adoucira""]",https://zyga.fr/accessoires-femme-durable-printemps-ete/2208-9413-chapeau-bob-lin-sunny-vert-olive.html#/141-taille-s
118,Bob SUNNY en Lin - Régate,"58,00 €","
",100% Lin Moyen (180g/m²),"['- Lavage en machine à 40° maximum avec un essorage doux', ""- Il est conseillé de repasser votre vêtement à l'envers, encore humide."", ""- À chaque lavage votre vêtement s'adoucira""]",https://zyga.fr/accessoires-femme-durable-printemps-ete/2211-9419-chapeau-bob-lin-sunny-bleu-regate.html#/141-taille-s
119,Bob SUNNY en Lin - Régate,"58,00 €","
",100% Lin Moyen (180g/m²),"['- Lavage en machine à 40° maximum avec un essorage doux', ""- Il est conseillé de repasser votre vêtement à l'envers, encore humide."", ""- À chaque lavage votre vêtement s'adoucira""]",https://zyga.fr/accessoires-femme-durable-printemps-ete/2211-9419-chapeau-bob-lin-sunny-bleu-regate.html#/141-taille-s
120,Echarpe DUCHESSE unicolore en Lin - Orange,"54,00 €","
Écharpe unicolore en gaze de Lin lavée - Orange
- Longueur 200cm
- Largeur 70cm
",100% Gaze de Lin (85g/m2),"['Entretien :', '- Lavage en machine, 40° maximum avec un essorage doux', '- Il est conseillé de faire sécher votre écharpe étendue afin de garder son aspect froissé naturel', ""- Votre création s'adoucira à chaque lavage""]",https://zyga.fr/accessoires-femme-durable-printemps-ete/2419-10737-echarpe-foulard-gaze-lin-duchesse-orange-3013995621980.html#/34-taille-unique
121,Echarpe DUCHESSE unicolore en Lin - Orange,"54,00 €","
Écharpe unicolore en gaze de Lin lavée - Orange
- Longueur 200cm
- Largeur 70cm
",100% Gaze de Lin (85g/m2),"['Entretien :', '- Lavage en machine, 40° maximum avec un essorage doux', '- Il est conseillé de faire sécher votre écharpe étendue afin de garder son aspect froissé naturel', ""- Votre création s'adoucira à chaque lavage""]",https://zyga.fr/accessoires-femme-durable-printemps-ete/2419-10737-echarpe-foulard-gaze-lin-duchesse-orange-3013995621980.html#/34-taille-unique
122,Bob SUNNY en Lin - Orange,"58,00 €","
Chapeau Bob en Lin Moyen Lavé - Orange - Surpiqûres assorties
",100% Lin Moyen (180g/m²),"['- Lavage en machine à 40° maximum avec un essorage doux', ""- Il est conseillé de repasser votre vêtement à l'envers, encore humide."", ""- À chaque lavage votre vêtement s'adoucira""]",https://zyga.fr/accessoires-femme-durable-printemps-ete/2209-11119-chapeau-bob-lin-sunny-orange.html#/141-taille-s
123,Bob SUNNY en Lin - Orange,"58,00 €","
Chapeau Bob en Lin Moyen Lavé - Orange - Surpiqûres assorties
",100% Lin Moyen (180g/m²),"['- Lavage en machine à 40° maximum avec un essorage doux', ""- Il est conseillé de repasser votre vêtement à l'envers, encore humide."", ""- À chaque lavage votre vêtement s'adoucira""]",https://zyga.fr/accessoires-femme-durable-printemps-ete/2209-11119-chapeau-bob-lin-sunny-orange.html#/141-taille-s
124,Echarpe DUCHESSE en Lin imprimé - Dragée,"74,00 €","
Écharpe imprimée en gaze de Lin lavée - Rose Dragée
- Longueur 200cm
- Largeur 70cm
- Imprimé Helen exclusif fait en France
",100% Gaze de Lin (85g/m2),"['- Lavage en machine, 40° maximum avec un essorage doux', '- Il est conseillé de faire sécher votre écharpe étendue afin de garder son aspect froissé naturel', ""- Votre création s'adoucira à chaque lavage""]",https://zyga.fr/accessoires-femme-durable-printemps-ete/2441-10849-echarpe-foulard-imprimee-france-gaze-lin-duchesse-rose-dragee-3013995634133.html#/34-taille-unique
125,Echarpe DUCHESSE en Lin imprimé - Dragée,"74,00 €","
Écharpe imprimée en gaze de Lin lavée - Rose Dragée
- Longueur 200cm
- Largeur 70cm
- Imprimé Helen exclusif fait en France
",100% Gaze de Lin (85g/m2),"['- Lavage en machine, 40° maximum avec un essorage doux', '- Il est conseillé de faire sécher votre écharpe étendue afin de garder son aspect froissé naturel', ""- Votre création s'adoucira à chaque lavage""]",https://zyga.fr/accessoires-femme-durable-printemps-ete/2441-10849-echarpe-foulard-imprimee-france-gaze-lin-duchesse-rose-dragee-3013995634133.html#/34-taille-unique
126,Robe maxi nouée épaule SHIRLEY en Lin - Régate,"168,00€","
Robe longue à bretelle nouée sur l'épaule en Gaze de Lin - Bleu Régate
- Emmanchure Américaine
- Fronces devant et dos
- Poches dans les coutures côté
- Fentes cotés
- Longueur cheville
",100% Gaze de Lin (85g/m2),"['Entretien :', '- Lavage en machine, 40° maximum avec un essorage doux', '- Il est conseillé de faire sécher votre écharpe étendue afin de garder son aspect froissé naturel', ""- Votre création s'adoucira à chaque lavage""]",https://zyga.fr/Robes-femme-lin-printemps-ete/2385-10562-robe-longue-nouee-shirley-gaze-lin-bleu-regate.html#/140-taille-xs
127,Robe maxi nouée épaule SHIRLEY en Lin - Régate,"168,00€","
Robe longue à bretelle nouée sur l'épaule en Gaze de Lin - Bleu Régate
- Emmanchure Américaine
- Fronces devant et dos
- Poches dans les coutures côté
- Fentes cotés
- Longueur cheville
",100% Gaze de Lin (85g/m2),"['Entretien :', '- Lavage en machine, 40° maximum avec un essorage doux', '- Il est conseillé de faire sécher votre écharpe étendue afin de garder son aspect froissé naturel', ""- Votre création s'adoucira à chaque lavage""]",https://zyga.fr/Robes-femme-lin-printemps-ete/2385-10562-robe-longue-nouee-shirley-gaze-lin-bleu-regate.html#/140-taille-xs
128,Echarpe DUCHESSE en Lin imprimé - Encre,"74,00 €","
Écharpe imprimée en gaze de Lin lavée - Bleu Encre
- Longueur 200cm
- Largeur 70cm
- Imprimé Georgia exclusif fait en Italie
",100% Gaze de Lin (85g/m2),"['- Lavage en machine, 40° maximum avec un essorage doux', '- Il est conseillé de faire sécher votre écharpe étendue afin de garder son aspect froissé naturel', ""- Votre création s'adoucira à chaque lavage""]",https://zyga.fr/accessoires-femme-durable-printemps-ete/2446-10876-echarpe-foulard-imprimee-france-gaze-lin-duchesse-bleu-encre-3013995634584.html#/34-taille-unique
129,Echarpe DUCHESSE en Lin imprimé - Encre,"74,00 €","
Écharpe imprimée en gaze de Lin lavée - Bleu Encre
- Longueur 200cm
- Largeur 70cm
- Imprimé Georgia exclusif fait en Italie
",100% Gaze de Lin (85g/m2),"['- Lavage en machine, 40° maximum avec un essorage doux', '- Il est conseillé de faire sécher votre écharpe étendue afin de garder son aspect froissé naturel', ""- Votre création s'adoucira à chaque lavage""]",https://zyga.fr/accessoires-femme-durable-printemps-ete/2446-10876-echarpe-foulard-imprimee-france-gaze-lin-duchesse-bleu-encre-3013995634584.html#/34-taille-unique
130,Echarpe DUCHESSE unicolore en Lin - Green,"54,00 €","
Écharpe unicolore en gaze de Lin lavée - Vert Green
- Longueur 200cm
- Largeur 70cm
",100% Gaze de Lin (85g/m2),"['Entretien :', '- Lavage en machine, 40° maximum avec un essorage doux', '- Il est conseillé de faire sécher votre écharpe étendue afin de garder son aspect froissé naturel', ""- Votre création s'adoucira à chaque lavage""]",https://zyga.fr/accessoires-femme-durable-printemps-ete/2416-10734-echarpe-foulard-gaze-lin-duchesse-vert-green-3013995621959.html#/34-taille-unique
131,Echarpe DUCHESSE unicolore en Lin - Green,"54,00 €","
Écharpe unicolore en gaze de Lin lavée - Vert Green
- Longueur 200cm
- Largeur 70cm
",100% Gaze de Lin (85g/m2),"['Entretien :', '- Lavage en machine, 40° maximum avec un essorage doux', '- Il est conseillé de faire sécher votre écharpe étendue afin de garder son aspect froissé naturel', ""- Votre création s'adoucira à chaque lavage""]",https://zyga.fr/accessoires-femme-durable-printemps-ete/2416-10734-echarpe-foulard-gaze-lin-duchesse-vert-green-3013995621959.html#/34-taille-unique
132,Chemise ample à manches courtes IWA en Lin - Blanc,"128,00€","
Chemise ample boxy en gaze de Lin lavée - Blanche
- Col polo
- Encolure ouverte avec patte de boutonnage
- Manches courtes
- Empiècement épaules avec fronces dos et devant
- Boutons en nacre
",100% Gaze de Lin (85g/m2),"['Entretien :', '- Lavage en machine, 40° maximum avec un essorage doux', '- Il est conseillé de faire sécher votre écharpe étendue afin de garder son aspect froissé naturel', ""- Votre création s'adoucira à chaque lavage""]",https://zyga.fr/Chemises-tops-femme-lin-printemps-ete/2387-10570-chemise-ample-boxy-gaze-lin-manches-courtes-iwa-blanc.html#/143-taille-34
133,Chemise ample à manches courtes IWA en Lin - Blanc,"128,00€","
Chemise ample boxy en gaze de Lin lavée - Blanche
- Col polo
- Encolure ouverte avec patte de boutonnage
- Manches courtes
- Empiècement épaules avec fronces dos et devant
- Boutons en nacre
",100% Gaze de Lin (85g/m2),"['Entretien :', '- Lavage en machine, 40° maximum avec un essorage doux', '- Il est conseillé de faire sécher votre écharpe étendue afin de garder son aspect froissé naturel', ""- Votre création s'adoucira à chaque lavage""]",https://zyga.fr/Chemises-tops-femme-lin-printemps-ete/2387-10570-chemise-ample-boxy-gaze-lin-manches-courtes-iwa-blanc.html#/143-taille-34
134,Echarpe DUCHESSE en Lin imprimé - Green,"74,00 €","
Écharpe imprimée en gaze de Lin lavée - Vert Green
- Longueur 200cm
- Largeur 70cm
- Imprimé Louise exclusif fait en France
",100% Gaze de Lin (85g/m2) imprimée et lavée,"['- Laver en machine maximum 40° avec un essorage doux', '- Il est conseillé de faire sécher votre vêtement sur un cintre et de ne pas le repasser pour éviter de lui enlever son aspect froissé naturel', '- À chaque lavage votre chemise sera de plus en plus douce']",https://zyga.fr/accessoires-femme-durable-printemps-ete/2435-10817-echarpe-foulard-gaze-lin-duchesse-vert-green-3013995633396.html#/34-taille-unique
135,Echarpe DUCHESSE en Lin imprimé - Green,"74,00 €","
Écharpe imprimée en gaze de Lin lavée - Vert Green
- Longueur 200cm
- Largeur 70cm
- Imprimé Louise exclusif fait en France
",100% Gaze de Lin (85g/m2) imprimée et lavée,"['- Laver en machine maximum 40° avec un essorage doux', '- Il est conseillé de faire sécher votre vêtement sur un cintre et de ne pas le repasser pour éviter de lui enlever son aspect froissé naturel', '- À chaque lavage votre chemise sera de plus en plus douce']",https://zyga.fr/accessoires-femme-durable-printemps-ete/2435-10817-echarpe-foulard-gaze-lin-duchesse-vert-green-3013995633396.html#/34-taille-unique
136,Echarpe DUCHESSE en Lin imprimé - Sienne,"74,00 €","
Écharpe imprimée en gaze de Lin lavée - Sienne
- Longueur 200cm
- Largeur 70cm
- Imprimé Louise exclusif fait en France
",100% Gaze de Lin (85g/m2) imprimée et lavée,"['- Laver en machine maximum 40° avec un essorage doux', '- Il est conseillé de faire sécher votre vêtement sur un cintre et de ne pas le repasser pour éviter de lui enlever son aspect froissé naturel', '- À chaque lavage votre chemise sera de plus en plus douce']",https://zyga.fr/accessoires-femme-durable-printemps-ete/2436-10818-echarpe-foulard-imprimee-france-gaze-lin-duchesse-terre-sienne-3013995633402.html#/34-taille-unique
137,Echarpe DUCHESSE en Lin imprimé - Sienne,"74,00 €","
Écharpe imprimée en gaze de Lin lavée - Sienne
- Longueur 200cm
- Largeur 70cm
- Imprimé Louise exclusif fait en France
",100% Gaze de Lin (85g/m2) imprimée et lavée,"['- Laver en machine maximum 40° avec un essorage doux', '- Il est conseillé de faire sécher votre vêtement sur un cintre et de ne pas le repasser pour éviter de lui enlever son aspect froissé naturel', '- À chaque lavage votre chemise sera de plus en plus douce']",https://zyga.fr/accessoires-femme-durable-printemps-ete/2436-10818-echarpe-foulard-imprimee-france-gaze-lin-duchesse-terre-sienne-3013995633402.html#/34-taille-unique
138,Chemise oversize JUNE en Lin - Sienne,"148,00€","
Chemise oversize en gaze de Lin lavée - Sienne
- Larges manches kimono 3/4
- Poignet large boutonné
- Détails ajourés aux emmanchures
- Petit col
- Fentes côtés
- Boutons en nacre
",100% Gaze de Lin (85g/m2),"['Entretien :', '- Lavage en machine, 40° maximum avec un essorage doux', '- Il est conseillé de faire sécher votre écharpe étendue afin de garder son aspect froissé naturel', ""- Votre création s'adoucira à chaque lavage""]",https://zyga.fr/Chemises-tops-femme-lin-printemps-ete/2404-10665-chemise-oversize-gaze-lin-june-manches-kimono-terre-sienne.html#/140-taille-xs
139,Chemise oversize JUNE en Lin - Sienne,"148,00€","
Chemise oversize en gaze de Lin lavée - Sienne
- Larges manches kimono 3/4
- Poignet large boutonné
- Détails ajourés aux emmanchures
- Petit col
- Fentes côtés
- Boutons en nacre
",100% Gaze de Lin (85g/m2),"['Entretien :', '- Lavage en machine, 40° maximum avec un essorage doux', '- Il est conseillé de faire sécher votre écharpe étendue afin de garder son aspect froissé naturel', ""- Votre création s'adoucira à chaque lavage""]",https://zyga.fr/Chemises-tops-femme-lin-printemps-ete/2404-10665-chemise-oversize-gaze-lin-june-manches-kimono-terre-sienne.html#/140-taille-xs
140,Chemise ample à manches courtes IWA en Lin - Sienne,"128,00€","
Chemise ample boxy en gaze de Lin lavée - Sienne
- Col polo
- Encolure ouverte avec patte de boutonnage
- Manches courtes
- Empiècement épaules avec fronces dos et devant
- Boutons en nacre
",100% Gaze de Lin (85g/m2),"['Entretien :', '- Lavage en machine, 40° maximum avec un essorage doux', '- Il est conseillé de faire sécher votre écharpe étendue afin de garder son aspect froissé naturel', ""- Votre création s'adoucira à chaque lavage""]",https://zyga.fr/Chemises-tops-femme-lin-printemps-ete/2395-10626-chemise-ample-boxy-gaze-lin-manches-courtes-iwa-terre-sienne.html#/143-taille-34
